Order ID,CustomerID,Amount,Profit,Quantity ordered new,Product Category,Product Sub-Category,Payment Mode,Order Date,Month,MonthName,DateInText,Customer Name,State or Province,City,Gender,Gender.1,Gender.2
87408,8845,495.38,349.40909999999997,17,Office Supplies,Paper,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
87406,4568,3.69,-37.5291,1,Office Supplies,Labels,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
87406,2834,703.96,101.49,4,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
87946,8264,1240.48,845.6639999999999,8,Office Supplies,Storage & Organization,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
37537,8363,1166.92,-308.928,4,Furniture,Chairs & Chairmats,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
37537,4556,4342.14,-1679.7599999999998,43,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
37537,5243,4961.92,575.3960000000001,32,Office Supplies,Storage & Organization,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
55713,5654,6026.509999999999,-2426.55,49,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
87947,2357,1475.8799999999999,-2426.55,12,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
87365,7876,1777.08,-715.7782060000003,6,Furniture,Tables,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
87364,5265,88.99,-144.56,11,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
87366,1573,11660.87,7402.32,13,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
90596,4663,3069.4500000000003,1892.424,19,Office Supplies,Storage & Organization,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
90597,2583,44.19,28.8558,9,Office Supplies,Labels,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
90597,8372,2665.62,173.48,9,Furniture,Tables,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
87175,6458,178.56,117.852,9,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
87176,2834,51.8,34.010400000000004,10,Office Supplies,Paper,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
87177,8264,4047.7700000000004,2031.507,23,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
87175,4556,133.44,-190.67999999999998,16,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
87175,5243,44.82000000000001,325.398,9,Office Supplies,Paper,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
87178,5654,207.68,22.817999999999998,16,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
44231,2357,5956.259999999999,116.1,37,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
44231,7876,2625.08,-87.96,146,Technology,Computer Peripherals,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
87306,5265,1448.82,255.42000000000002,9,Furniture,Chairs & Chairmats,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
87306,1573,2319.7999999999997,685.6146,20,Technology,Telephones and Communication,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
88205,7356,319.68,-16.2,16,Technology,Computer Peripherals,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
42599,3445,9330.380000000001,2023.75,31,Furniture,Bookcases,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
3397,6735,1298.7,-20.25,65,Technology,Computer Peripherals,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
3397,8845,48.96,-3.381,17,Office Supplies,Binders and Binder Accessories,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
88204,4568,2407.84,1684.4762999999998,8,Furniture,Bookcases,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
88205,2834,11.52,-2.7047999999999996,4,Office Supplies,Binders and Binder Accessories,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
89583,8264,29.82,18.658,7,Office Supplies,Pens & Art Supplies,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
89584,8363,58.92,40.247699999999995,12,Office Supplies,Labels,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
89584,4556,20.0,14.0898,5,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
89585,5243,25.44,-55.84,12,Technology,Computer Peripherals,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
7909,5654,123.53999999999999,9.82,29,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
13959,2357,230.77,112.06,47,Office Supplies,Labels,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
13959,7876,76.0,16.79,19,Office Supplies,Paper,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
58914,5265,97.52000000000001,-55.84,46,Technology,Computer Peripherals,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
86520,1573,63.0,41.296499999999995,10,Office Supplies,Labels,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
86520,4663,2059.9,1179.0237,10,Technology,Telephones and Communication,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
90669,4666,94.27000000000001,105.678,11,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
86693,4663,8.7,-37.39,5,Furniture,Office Furnishings,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
86694,2583,220.36,149.88869999999997,14,Office Supplies,Envelopes,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
88534,8372,94.85,3.0400000000000027,5,Office Supplies,Paper,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88534,6458,87.84,2.7060000000000013,8,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
91087,2834,296.92,91.95599999999999,13,Office Supplies,Paper,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
91087,8264,65.88,-2.544,6,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
91086,8363,14.08,2.4852,2,Office Supplies,Paper,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
91089,4556,462.39,-634.7341000000001,3,Furniture,Tables,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
91088,5243,183.92,133.5771,4,Furniture,Office Furnishings,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
91090,5654,904.9,251.40839999999997,5,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
89521,2357,65.96,-20.258000000000003,2,Technology,Computer Peripherals,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
89523,7876,29.900000000000002,13.895999999999999,5,Office Supplies,Envelopes,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
89520,5265,5.76,-172.71800000000002,2,Office Supplies,Pens & Art Supplies,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
89522,1573,636.16,-40.684,8,Furniture,Office Furnishings,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
89524,4663,329.95,97.86,5,Technology,Telephones and Communication,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
89525,2583,839.5799999999999,360.24,21,Technology,Computer Peripherals,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
87671,8372,1247.87,713.88,13,Technology,Telephones and Communication,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
87672,6458,32.67,-18.64,3,Office Supplies,Appliances,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
89961,2834,706.86,-111.4,7,Furniture,Bookcases,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
89961,8264,44.82000000000001,-77.03,9,Office Supplies,Paper,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
89426,8363,1999.9,28.5141,5,Technology,Office Machines,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
87463,4556,129.66,280.27458,3,Technology,Computer Peripherals,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
87463,5243,6896.88,-112.4263,12,Technology,Office Machines,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
87463,5654,30.42,24.924,3,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
87464,2357,1.88,-2.9094999999999995,1,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
38087,7876,899.82,-76.89,18,Technology,Computer Peripherals,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
3585,5265,194.88,-35.75,116,Office Supplies,Pens & Art Supplies,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
88360,1573,249.95000000000002,-76.89,5,Technology,Computer Peripherals,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
88361,7356,231.38000000000002,152.6556,23,Office Supplies,Paper,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
88361,3445,48.72,7.150000000000006,29,Office Supplies,Pens & Art Supplies,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
89092,6735,174.3,113.6499,3,Office Supplies,Binders and Binder Accessories,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
89092,8845,80.48,-35.4744,1,Office Supplies,Appliances,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
89093,4568,53.199999999999996,14.466999999999999,14,Office Supplies,Binders and Binder Accessories,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
89093,2834,215.11,-99.9864,7,Technology,Computer Peripherals,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
89093,8264,2771.7799999999997,1348.59672,22,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
90430,8363,213.45,-560.81418,1,Technology,Office Machines,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
90432,4556,137.34,-66.0445,21,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
90431,5243,25.92,-105.68520000000001,4,Office Supplies,Paper,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
90432,5654,75.67,15.66,23,Office Supplies,Rubber Bands,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
88921,2357,3069.4500000000003,1167.1580000000001,19,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
51072,7876,12439.35,1014.9200000000001,77,Office Supplies,Storage & Organization,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
88971,5265,36.839999999999996,1.73,3,Office Supplies,Paper,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
88972,1573,81.07000000000001,-133.7,11,Technology,Computer Peripherals,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
85965,4663,16.740000000000002,-66.62,9,Office Supplies,Rubber Bands,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
85966,2583,21.6,-21.48775,4,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
85966,8372,60.84,44.677499999999995,3,Furniture,Office Furnishings,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
85966,6458,57.75,23.595,5,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
85964,2834,20.12,7.59,2,Office Supplies,Paper,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
85964,8264,197.96999999999997,-107.987,3,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
85966,4556,41.6,-36.25,20,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
88048,5243,719.9399999999999,-102.5121,6,Technology,Office Machines,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
88527,5654,426.23,36.354,7,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90237,2357,58.099999999999994,-243.23649999999998,10,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90237,7876,115.80000000000001,-53.62,12,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
90236,5265,1678.8600000000001,1103.9723999999999,6,Office Supplies,Appliances,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
90238,1573,199.71,136.3371,7,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
90238,7356,30.56,-12.46,2,Technology,Computer Peripherals,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
90239,3445,26.72,-175.86,8,Office Supplies,Pens & Art Supplies,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
86621,6735,4421.4,3294.8258999999994,10,Technology,Office Machines,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
90479,8845,59.94,35.09,3,Office Supplies,Paper,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
90479,4568,2856.81,785.63,11,Furniture,Tables,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
90480,2834,77.22,-256.519,13,Office Supplies,Binders and Binder Accessories,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
90480,8264,1007.92,398.358,8,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
89139,8363,730.25,-101.19200000000001,5,Furniture,Tables,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
89139,4556,923.8599999999999,-3.3320000000000336,14,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
89140,5243,28.799999999999997,-145.082,10,Office Supplies,Labels,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
87214,5654,100.62,1.1080000000000014,39,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
87214,2357,1781.7299999999998,1061.3790000000001,27,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
86268,7876,1404.9,-53.745,5,Furniture,Tables,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
86267,5265,33.36,0.6839999999999989,4,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
85858,1573,52.44,-127.00800000000001,3,Technology,Computer Peripherals,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
85857,4663,28.799999999999997,5.7532000000000005,10,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
86297,4666,285.84000000000003,-2177.986096,9,Furniture,Tables,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
90593,4663,1257.66,326.25,17,Technology,Computer Peripherals,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
90594,2583,64.80000000000001,8.93200000000001,10,Office Supplies,Paper,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
90594,8372,671.22,229.63800000000015,33,Office Supplies,Storage & Organization,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88941,6458,16.740000000000002,-22.48,3,Office Supplies,Envelopes,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88941,2834,204.45,78.98,5,Furniture,Office Furnishings,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
88942,8264,215.64,144.2928,6,Office Supplies,Envelopes,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
88942,8363,1196.86,888.1473,7,Furniture,Office Furnishings,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
88942,4556,44.82000000000001,-46.005,9,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
88940,5243,971.64,128.0253,12,Technology,Office Machines,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
5509,5654,61.38,-29.898400000000002,11,Office Supplies,Envelopes,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
5509,2357,858.69,52.9166,21,Furniture,Office Furnishings,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
36069,7876,862.56,72.1858,24,Office Supplies,Envelopes,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
